source,target,dist,street_name
203237412,12974725585,1.8,Erasme Ruelenspark
11881543713,9866029980,9.27,Unnamed road
11881543713,9866029978,4.88,Unnamed road
5437870115,13135941191,2.55,Naamsesteenweg
11862798375,8883557133,8.13,Unnamed road
11862798375,836525117,5.36,Unnamed road
11862798375,8883557134,4.69,Unnamed road
11862798375,13134704113,2.14,Unnamed road
3077470248,3077470253,12.96,Unnamed road
203237417,1352416320,91.88,Erasme Ruelenspark
203237417,11862964666,36.19,Broekstraat
203237417,16571292,7.53,Broekstraat
12486488102,3721289132,4.41,Unnamed road
12486488102,13188338748,0.51,Unnamed road
3077470247,3077470252,10.64,Unnamed road
1472593964,1126124185,12.66,Unnamed road
1472593964,5460144337,7.89,Unnamed road
3077470253,3077470252,6.2,Stanislas De Rijcklaan
3077470253,2632545724,4.62,Stanislas De Rijcklaan
3077470253,3077470248,12.96,Unnamed road
3077470252,7896477304,3.59,Stanislas De Rijcklaan
3077470252,3077470253,6.2,Stanislas De Rijcklaan
3077470252,3077470247,10.64,Unnamed road
13109123119,249604790,159.97,Unnamed road
13109123119,249604789,43.4,Unnamed road
13109123119,9815321896,6.61,Unnamed road
13109123120,13109123123,301.94,Unnamed road
13109123120,1121887280,81.06,Unnamed road
13109123120,9815321896,4.75,Unnamed road
13109123121,16652158,11.15,Kasteelpark Arenberg
13109123123,8719296103,2.93,Unnamed road
13109123123,13109123120,301.94,Unnamed road
13109123124,13109123125,4.94,Kardinaal Mercierlaan
13109123125,13109123126,3.86,Kardinaal Mercierlaan
13109123126,5440383542,3.86,Kardinaal Mercierlaan
658452540,658452543,3.72,Unnamed road
658452540,13125179784,6.5,Unnamed road
658452543,3080941072,3.68,Unnamed road
658452543,658452540,3.72,Unnamed road
1399617601,7884315468,19.0,Volhardingslaan
1399617601,11850354238,5.02,Volhardingslaan
9860427843,9860427844,8.21,Unnamed road
11863011396,7874621113,16.23,Unnamed road
11863011396,5460144115,6.02,Unnamed road
11863011396,11863011442,4.35,Unnamed road
11863011397,5435850741,15.18,Unnamed road
11863011397,11862904189,8.18,Unnamed road
11863011397,5460144115,6.32,Unnamed road
8010020934,203226267,4.24,Paul van Ostaijenlaan
8010020934,8010013689,52.39,Paul van Ostaijenlaan
8010020934,8010020935,5.85,Unnamed road
8010020935,8010020936,12.59,Unnamed road
8010020935,8010020934,5.85,Unnamed road
8010020936,8010020935,12.59,Unnamed road
11863011401,5460144104,2.35,Unnamed road
11863011401,7874621113,4.69,Unnamed road
9860427848,9866029986,19.6,Dreefstraat
9860427848,9866029978,18.39,Dreefstraat
9860427848,9860427847,11.5,Unnamed road
9860427847,9860427848,11.5,Unnamed road
9860427847,9860427846,1.34,Unnamed road
1088372810,1088372829,4.57,Unnamed road
1088372810,1088372838,4.96,Unnamed road
1088372804,1088372883,4.95,Unnamed road
1088372804,1088372929,6.85,Unnamed road
1088372814,1088372917,3.35,Unnamed road
1088372814,1088372830,4.95,Unnamed road
1088372815,1088372838,1.61,Unnamed road
1088372815,1088372883,1.9,Unnamed road
1088372815,8507715582,14.52,Unnamed road
1088372815,1088372877,10.24,Unnamed road
1088372815,12063756320,17.55,Unnamed road
1639553102,1639553107,6.33,Unnamed road
1639553102,1639553105,9.64,Unnamed road
13464617041,13464617042,12.16,Unnamed road
13464617041,615402877,3.47,Unnamed road
13464617042,8883557132,15.68,Unnamed road
13464617042,11862904187,2.02,Unnamed road
13464617042,13464617041,12.16,Unnamed road
13464617043,8883557132,4.21,Unnamed road
13464617043,615402877,4.17,Unnamed road
13251493970,1127918572,32.2,Unnamed road
13251493970,13251493971,1.51,Unnamed road
1088372821,1088372917,11.64,Unnamed road
1088372821,1088372907,9.69,Unnamed road
203227222,1139797726,15.82,Broekstraat
203227222,11862964666,8.89,Broekstraat
13251493971,13251493970,1.51,Unnamed road
13251493971,13251493972,5.33,Unnamed road
13251493972,13251493971,5.33,Unnamed road
13251493972,919724008,1.84,Unnamed road
8710221913,11862904189,5.12,Unnamed road
1639553107,1639553102,6.33,Unnamed road
1639553107,7875005593,4.58,Stanislas De Rijcklaan
1639553107,7875005594,11.73,Stanislas De Rijcklaan
8710221915,8710221916,12.32,Unnamed road
8710221916,1098529545,12.78,Unnamed road
8710221916,1098517477,14.16,Unnamed road
8710221916,8710221915,12.32,Unnamed road
7730481245,615403424,9.52,Unnamed road
7730481245,1352416337,46.22,Unnamed road
1088372830,1088372814,4.95,Unnamed road
1088372830,1088372850,7.15,Unnamed road
1088372829,1088372834,4.96,Unnamed road
1088372829,1088372810,4.57,Unnamed road
3058159714,7843043457,5.08,Jozef Eerdekensstraat
3058159714,3058159715,8.6,Jozef Eerdekensstraat
3058159715,3058159714,8.6,Jozef Eerdekensstraat
3058159715,203240369,3.48,Jozef Eerdekensstraat
1088372836,1088372843,14.53,Unnamed road
1088372836,1088372882,8.4,Unnamed road
1088372836,3060525661,5.69,Unnamed road
18233445,988730607,9.18,Naamsestraat
18233445,16387325,17.73,Naamsepoort
18233445,1108205865,19.24,Tervuursevest
3058159716,8499082908,0.82,Jozef Eerdekensstraat
3058159716,7843043457,9.35,Jozef Eerdekensstraat
1088372838,1088372810,4.96,Unnamed road
1088372838,1088372815,1.61,Unnamed road
1088372840,1088372861,3.36,Unnamed road
1088372840,1088372902,4.95,Unnamed road
1088372834,1088372850,3.22,Unnamed road
1088372834,1088372829,4.96,Unnamed road
1088372843,3060525665,5.8,Unnamed road
1088372843,1088372836,14.53,Unnamed road
3066490987,615402877,25.04,Erasme Ruelensvest
3066490987,13135966205,6.91,Erasme Ruelensvest
11863011441,5460144112,4.71,Unnamed road
11863011441,11863011443,2.83,Unnamed road
11863011442,5460144112,3.19,Unnamed road
11863011442,11863011396,4.35,Unnamed road
11863011443,11863011445,8.12,Unnamed road
11863011443,11863011441,2.83,Unnamed road
11863011444,11863011445,21.46,Unnamed road
3066490997,615402881,2.01,Erasme Ruelensvest
11863011445,11863011444,21.46,Unnamed road
11863011445,11863011443,8.12,Unnamed road
3066490994,615403424,9.8,Erasme Ruelensvest
1088372850,1088372830,7.15,Unnamed road
1088372850,1088372834,3.22,Unnamed road
1088372857,3058147546,4.61,Unnamed road
1088372857,1352416330,14.47,Unnamed road
1088372858,1088372818,8.83,Unnamed road
1088372858,1088372933,26.61,Unnamed road
5825880187,1108222510,2.71,Broekstraat
1088372861,1088372878,4.96,Unnamed road
1088372861,1088372840,3.36,Unnamed road
1088372854,1088372811,14.18,Unnamed road
5825880192,249439336,2.99,Unnamed road
5825880192,5825880193,3.06,Unnamed road
5825880193,249439335,3.13,Unnamed road
5825880193,5825880192,3.06,Unnamed road
7843043457,3058159716,9.35,Jozef Eerdekensstraat
7843043457,3058159714,5.08,Jozef Eerdekensstraat
1088372867,3060525658,6.84,Unnamed road
1088372867,3060525660,1.82,Unnamed road
5825880196,120196851,4.61,Unnamed road
5825880196,615400664,3.06,Unnamed road
5825880197,120196851,4.24,Unnamed road
5825880197,836525117,5.83,Unnamed road
5825880195,615400666,8.41,Unnamed road
5825880195,615400664,2.76,Unnamed road
5825880194,615400666,7.18,Unnamed road
5825880194,988730618,2.26,Unnamed road
1088372864,8507715603,14.01,Unnamed road
5825880201,13505389837,1.86,Unnamed road
5825880201,2634474827,6.27,Unnamed road
5825880201,6139405303,5.25,Unnamed road
5825880202,1108205865,2.95,Unnamed road
5825880202,5825880203,3.9,Unnamed road
5825880203,1108205793,7.72,Unnamed road
5825880203,5825880202,3.9,Unnamed road
5515935884,11862791917,3.22,Broekstraat
5825880205,249604785,7.71,Unnamed road
5825880205,1108205793,5.52,Unnamed road
5825880206,249439335,3.77,Unnamed road
5825880206,249604785,8.93,Unnamed road
1639557263,9909536546,3.84,Erasme Ruelenspark
1639557263,1077420666,23.97,Stanislas De Rijcklaan
1639557263,16571291,15.27,Stanislas De Rijcklaan
5825880207,249439336,5.35,Unnamed road
5825880207,836525117,6.3,Unnamed road
1088372881,1088372902,4.86,Unnamed road
1088372881,1088372917,4.95,Unnamed road
1088372882,1088372836,8.4,Unnamed road
1088372882,1088372913,27.45,Unnamed road
1088372882,3060525661,10.2,Unnamed road
1088372883,1088372815,1.9,Unnamed road
1088372883,1088372804,4.95,Unnamed road
1088372877,1088372815,10.24,Unnamed road
1088372877,1088372910,7.1,Unnamed road
5825880204,1108205865,4.4,Unnamed road
5825880204,1108205861,4.46,Unnamed road
1088372886,5460144337,23.91,Naamsesteenweg
1088372886,5460144338,40.75,Naamsesteenweg
1088372886,3077942129,5.37,Unnamed road
1088372885,8507715611,0.81,Unnamed road
1088372885,8507715614,2.02,Unnamed road
1088372885,8507715582,2.2,Unnamed road
11883118745,12899155917,3.71,Unnamed road
11883118745,12899155916,4.02,Unnamed road
11883118745,13152665529,30.54,Unnamed road
11883118745,615400664,3.2,Unnamed road
11883118746,988730618,3.4,Unnamed road
11883118746,1096512190,49.52,Unnamed road
11883118746,12899155915,3.35,Unnamed road
11883118746,13152665527,1.51,Unnamed road
1088372891,324434866,5.08,Unnamed road
1088372891,3058147547,1.01,Unnamed road
11883118747,5435850779,32.8,Unnamed road
11883118747,1108205861,3.11,Unnamed road
11883118747,13152665526,1.58,Unnamed road
11883118747,13152665525,1.68,Unnamed road
1088372894,1088372899,7.32,Unnamed road
1088372894,3077942128,6.3,Unnamed road
1088372894,1088372907,6.07,Unnamed road
1088372896,1121820101,6.71,Unnamed road
1088372899,1088372894,7.32,Unnamed road
1088372899,1121820101,21.93,Unnamed road
1088372899,1140440631,12.63,Unnamed road
1088372900,8506448814,7.98,Unnamed road
1088372900,1088372818,5.48,Unnamed road
1088372900,8642651433,46.81,Unnamed road
1088372902,1088372840,4.95,Unnamed road
1088372902,1088372881,4.86,Unnamed road
1088372907,1088372821,9.69,Unnamed road
1088372907,1088372894,6.07,Unnamed road
8573209513,2632545896,11.96,Tervuursevest
7876690093,7579938947,11.62,Unnamed road
1088372910,1088372877,7.1,Unnamed road
1088372910,1088372917,10.2,Unnamed road
1088372913,16571284,12.59,Erasme Ruelenspark
1088372913,1098529539,11.17,Erasme Ruelenspark
1088372913,1088372882,27.45,Unnamed road
303634429,6139193901,96.16,Schapenstraat
1088372915,1088372918,4.96,Unnamed road
1088372915,1088372817,7.17,Unnamed road
1088372917,1088372881,4.95,Unnamed road
1088372917,1088372814,3.35,Unnamed road
1088372917,1088372910,10.2,Unnamed road
1088372917,1088372821,11.64,Unnamed road
1088372918,1088372929,2.74,Unnamed road
1088372918,1088372915,4.96,Unnamed road
3057952952,1127918572,40.6,Jozef Eerdekensstraat
3057952952,203239989,6.56,Jozef Eerdekensstraat
1088340107,1088339997,12.58,Unnamed road
1088372929,1088372804,6.85,Unnamed road
1088372929,1088372918,2.74,Unnamed road
1088372933,1088372858,26.61,Unnamed road
1088372933,1088372811,8.47,Unnamed road
5460144329,5460144102,58.57,Kardinaal Mercierlaan
5460144330,5460144331,5.1,Naamsesteenweg
5460144331,5489183515,10.89,Naamsesteenweg
5460144332,11839127040,3.24,Naamsesteenweg
5460144332,5489184021,10.07,Unnamed road
5460144333,5460144332,7.71,Naamsesteenweg
5460144333,5437688586,12.3,Naamsesteenweg
5460144333,5460144335,17.02,Naamsesteenweg
2629957835,2629957839,0.96,Kasteelpark Arenberg
2629957835,861050836,15.18,Kasteelpark Arenberg
5460144335,1199487960,18.46,Naamsesteenweg
5460144335,5460144333,17.02,Naamsesteenweg
3058147536,203240371,17.84,Jozef Eerdekensstraat
3058147536,203240369,3.35,Jozef Eerdekensstraat
5460144337,1472593964,7.89,Unnamed road
5460144337,12063756323,6.13,Naamsesteenweg
5460144337,1088372886,23.91,Naamsesteenweg
5460144338,1088372886,40.75,Naamsesteenweg
5460144338,5543948007,42.51,Naamsesteenweg
3058147539,3058147540,1.4,Unnamed road
3058147540,1352416334,2.93,Unnamed road
3058147540,3058147542,7.38,Unnamed road
3058147540,3058147539,1.4,Unnamed road
3058147541,3058147542,1.4,Unnamed road
3058147542,3058147540,7.38,Unnamed road
3058147542,3058147544,7.4,Unnamed road
3058147542,3058147541,1.4,Unnamed road
3058147543,3058147544,1.4,Unnamed road
3058147544,3058147542,7.4,Unnamed road
3058147544,3058147546,6.96,Unnamed road
3058147544,3058147543,1.4,Unnamed road
3058147545,3058147546,1.41,Unnamed road
3058147546,3058147544,6.96,Unnamed road
3058147546,1088372857,4.61,Unnamed road
3058147546,3058147545,1.41,Unnamed road
3058147547,1088372891,1.01,Unnamed road
3058147548,1639562279,1.25,Unnamed road
3058147549,3060525912,2.09,Unnamed road
3058147549,1639562279,7.25,Unnamed road
3058147549,3058147550,1.31,Unnamed road
3058147550,3058147549,1.31,Unnamed road
3058147551,324434866,1.82,Unnamed road
3058147551,324434865,10.81,Unnamed road
3058147551,3058147552,1.15,Unnamed road
3058147552,3058147551,1.15,Unnamed road
3058147553,3058147554,1.15,Unnamed road
3058147553,324434869,5.15,Unnamed road
3058147554,3058147553,1.15,Unnamed road
3058147555,324434869,1.82,Unnamed road
3058147555,324434868,9.57,Unnamed road
3058147555,3058147556,1.27,Unnamed road
3058147556,3058147555,1.27,Unnamed road
1108205788,1108205880,7.56,Unnamed road
1108205788,844138823,22.58,Unnamed road
1108205793,16387325,15.6,Tervuursevest
1108205793,5825880205,5.52,Unnamed road
1108205793,5825880203,7.72,Unnamed road
1108205802,11883191332,5.94,Erasme Ruelensvest
1108205802,853613335,23.28,Erasme Ruelensvest
21091241,21091242,15.86,Unnamed road
21091241,10807799733,105.47,Unnamed road
6139435242,853613350,10.95,Unnamed road
6139435242,12625356923,32.85,Naamsevest
13523804397,12063756322,13.82,Unnamed road
13523804397,12063756323,6.18,Unnamed road
7845634282,11850354234,8.71,Unnamed road
3814510831,16652157,8.95,Unnamed road
3814510831,915374559,12.74,Unnamed road
2633552112,5440601049,2.75,Unnamed road
2633552112,5440601046,4.93,Unnamed road
21091242,21091241,15.86,Unnamed road
7489151218,1121825851,3.95,Unnamed road
7489151218,7489151219,4.31,Unnamed road
7489151219,7489151218,4.31,Unnamed road
2633552118,861050818,38.48,Unnamed road
2633552118,9868331847,9.81,Unnamed road
8506448805,8507715583,4.08,Unnamed road
1121808638,13125179784,18.45,Unnamed road
1108205844,10617138366,14.41,Unnamed road
1108205844,10617138371,27.8,Unnamed road
1108205861,8573209515,13.81,Unnamed road
1108205861,5825880204,4.46,Unnamed road
1108205861,11883118747,3.11,Unnamed road
5351252263,1108222519,5.08,Broekstraat
1108205865,3050968268,3.06,Tervuursevest
1108205865,5825880202,2.95,Unnamed road
1108205865,5825880204,4.4,Unnamed road
1108205880,5460144105,15.01,Unnamed road
1108205880,1108205788,7.56,Unnamed road
5437311752,5440601045,36.41,Unnamed road
1108205887,844138823,10.65,Unnamed road
1108205887,1108205888,8.19,Unnamed road
1108205888,8883557127,7.09,Unnamed road
1108205888,1108205887,8.19,Unnamed road
1108205889,5435644358,2.28,Unnamed road
1108205889,5435644356,2.52,Unnamed road
1108205889,2094157595,13.67,Unnamed road
11254761794,116109178,8.34,Tervuursevest
11254761794,5827800005,2.59,Unnamed road
1108205893,5435644356,6.08,Unnamed road
1108205893,8605470320,11.92,Unnamed road
1108205893,9694936033,11.98,Unnamed road
844138823,2632545914,6.07,Unnamed road
844138823,13207405671,7.28,Unnamed road
844138823,1108205788,22.58,Unnamed road
844138823,1108205887,10.65,Unnamed road
11866573129,1077420654,7.91,Stanislas De Rijcklaan
11866573129,16571293,9.8,Stanislas De Rijcklaan
2094160205,249439336,3.67,Naamsesteenweg
2094160205,3050968267,8.92,Unnamed road
2094160205,8883557129,10.84,Unnamed road
2094160207,7809966435,3.31,Naamsestraat
2094160207,988730607,1.48,Naamsestraat
2094160207,13152665523,3.76,Unnamed road
2094160207,13152665528,3.88,Unnamed road
2094160208,5435850759,7.77,Unnamed road
2094160208,5435850758,8.16,Unnamed road
2094160208,16483863,4.26,Naamsevest
9868197244,2697420022,14.89,Unnamed road
9868197244,9868197260,4.57,Unnamed road
844138846,2632545947,11.08,Unnamed road
844138846,1126317060,4.19,Unnamed road
844138846,7874621101,14.1,Unnamed road
615422306,3056518846,7.86,Unnamed road
615422306,3056518845,1.95,Unnamed road
7809966435,8455157264,5.9,Naamsestraat
7809966435,2094160207,3.31,Naamsestraat
7809966436,2094160205,1.67,Naamsesteenweg
844138853,844138858,51.1,Unnamed road
844138853,844138861,11.9,Unnamed road
1131555174,922275348,32.78,Unnamed road
844138858,844138859,15.49,Unnamed road
844138859,844138860,50.91,Unnamed road
844138860,844138853,15.48,Unnamed road
844138861,1126317060,47.45,Unnamed road
844138861,844138853,11.9,Unnamed road
844138862,844138877,17.44,Unnamed road
844138862,8883541914,6.41,Unnamed road
844138862,8883541908,5.43,Unnamed road
9867469604,9867469606,1.25,Unnamed road
1131555184,1131555205,4.68,Unnamed road
7876710773,7876710774,10.4,Unnamed road
7876710774,922275362,1.04,Stanislas De Rijcklaan
7876710774,7842993876,3.33,Stanislas De Rijcklaan
7876710774,7876710773,10.4,Unnamed road
7876710779,2925823379,22.35,Unnamed road
844138876,7874621100,5.14,Unnamed road
844138877,844138862,17.44,Unnamed road
844138877,7874621100,5.28,Unnamed road
1131555203,1131555205,2.97,Unnamed road
1131555203,2632545728,25.22,Unnamed road
1131555205,1131555184,4.68,Unnamed road
1131555205,1131555203,2.97,Unnamed road
13125179784,658452540,6.5,Unnamed road
13125179784,1121808638,18.45,Unnamed road
7566211464,7566211466,22.14,Unnamed road
7566211464,4313903915,12.25,Unnamed road
7566211464,7566211465,9.08,Unnamed road
7896893834,7892745279,23.42,Unnamed road
7896893834,4313903914,1.63,Unnamed road
7896893834,7896893833,8.32,Unnamed road
7896893833,7896893834,8.32,Unnamed road
7566211466,7566211464,22.14,Unnamed road
7566211465,7566211464,9.08,Unnamed road
3072997781,10801989660,11.68,Unnamed road
3072997781,1088339997,7.64,Unnamed road
7856028065,11850354236,5.53,Unnamed road
7856028065,7147411351,3.78,Unnamed road
5435644322,615400666,3.25,Naamsevest
5435644322,12899155916,7.5,Unnamed road
5435644322,12899155915,5.99,Unnamed road
2620156324,5383600649,9.55,Unnamed road
2620156324,1108222546,112.41,Erasme Ruelensvest
5351242160,1088412336,5.27,Unnamed road
2154641841,10617138366,3.87,Unnamed road
2154641843,249439389,3.05,Erasme Ruelensvest
11862964666,203227222,8.89,Broekstraat
11862964666,203237417,36.19,Broekstraat
3070613948,1132625528,1.48,Unnamed road
5435644349,203236151,7.58,Unnamed road
5435644349,11862904190,1.61,Unnamed road
5435644356,1108205889,2.52,Unnamed road
5435644356,1108205893,6.08,Unnamed road
5435644358,8883557127,5.16,Unnamed road
5435644358,1108205889,2.28,Unnamed road
5435644358,249604785,2.66,Unnamed road
1088372817,1088372915,7.17,Unnamed road
1088372817,1088372878,2.74,Unnamed road
12974725584,324434864,2.48,Erasme Ruelenspark
12974725584,203237412,2.18,Erasme Ruelenspark
12974725585,203237412,1.8,Erasme Ruelenspark
12974725585,11865635920,2.31,Erasme Ruelenspark
12974725586,1132625418,4.95,Erasme Ruelenspark
12974725586,5437074483,1.76,Erasme Ruelenspark
12974725587,5437074483,1.69,Erasme Ruelenspark
12974725587,16658368,1.69,Erasme Ruelenspark
12974725588,16658368,22.48,Erasme Ruelenspark
12974725588,12974725589,1.91,Erasme Ruelenspark
12974725589,12974725588,1.91,Erasme Ruelenspark
12974725589,5437074482,1.7,Erasme Ruelenspark
12974725590,5437074482,1.86,Erasme Ruelenspark
12974725590,16571284,1.72,Erasme Ruelenspark
6460129751,13135966204,0.73,Erasme Ruelensvest
2511370957,2511370958,14.5,Unnamed road
2511370957,2511370956,23.87,Unnamed road
3049501147,203239989,20.35,Jozef Eerdekensstraat
3049501147,16571291,6.54,Jozef Eerdekensstraat
924104913,844136411,25.37,Unnamed road
924104913,2632545863,26.23,Unnamed road
924104913,8719390517,11.88,Unnamed road
9868288477,8719296102,62.4,Unnamed road
9868288477,9868339107,14.92,Unnamed road
9868288477,9868288478,5.1,Unnamed road
9868288477,9868288476,11.63,Unnamed road
9868288478,5460144087,62.23,Kardinaal Mercierlaan
9868288478,9868288477,5.1,Unnamed road
9868288476,9868288477,11.63,Unnamed road
915374559,249604791,7.33,Unnamed road
915374559,3814510831,12.74,Unnamed road
249438689,11865635920,5.85,Erasme Ruelenspark
249438689,249438690,14.94,Erasme Ruelenspark
249438690,3060530261,3.69,Erasme Ruelenspark
249438690,249438689,14.94,Erasme Ruelenspark
13096950239,1108222546,31.03,Unnamed road
3077900772,1088339799,1.92,Unnamed road
3077900772,1158058610,27.81,Unnamed road
5431466466,13158621012,6.33,Unnamed road
1195682280,1195683079,17.15,Unnamed road
1195682280,1195682899,10.69,Unnamed road
10617141747,6781106170,8.47,Unnamed road
16642555,1108222519,29.05,Erasme Ruelensvest
16642555,10807799732,5.55,Unnamed road
1121841666,1121841687,15.36,Unnamed road
1077420549,18236051,30.55,Erasme Ruelensvest
5383600649,235419141,55.79,Unnamed road
5383600649,2620156324,9.55,Unnamed road
5383600649,1125561460,110.31,Unnamed road
5383600649,11850724390,19.37,Unnamed road
5383600650,11850724390,19.49,Unnamed road
5383600650,11850724389,23.22,Unnamed road
5383600651,5383600652,30.95,Unnamed road
5383600651,11850724387,15.73,Unnamed road
5383600652,11850724388,16.14,Unnamed road
5383600652,5383600651,30.95,Unnamed road
5383600653,11850724387,13.92,Unnamed road
5383600653,5383600654,19.84,Unnamed road
5383600654,5383600653,19.84,Unnamed road
5383600654,1108222501,19.85,Unnamed road
3060527636,3060527638,6.66,Unnamed road
3060527636,3060527637,1.82,Unnamed road
3060527637,3060527636,1.82,Unnamed road
3060527638,3056518837,5.91,Unnamed road
3060527638,3060527636,6.66,Unnamed road
3060527638,3060527639,1.72,Unnamed road
1077420567,1077420706,7.99,Paul van Ostaijenlaan
1077420567,203226267,14.15,Paul van Ostaijenlaan
3060527639,3060527638,1.72,Unnamed road
9868380697,861050836,19.7,Unnamed road
9868380697,861050834,8.33,Unnamed road
1121841687,1115488028,8.78,Unnamed road
1121841687,1115488025,23.32,Unnamed road
1121841687,1121841666,15.36,Unnamed road
1077420573,11850401199,6.54,Broekstraat
1077420573,1139797726,5.44,Broekstraat
1108222501,5383600654,19.85,Unnamed road
1108222501,249439390,16.4,Unnamed road
1108222501,11862785205,4.67,Erasme Ruelensvest
915315238,16652157,12.54,Unnamed road
915315238,249604790,7.21,Unnamed road
1108222506,6460129751,3.04,Erasme Ruelensvest
6139193899,6139193900,9.27,Unnamed road
6139193900,13188338747,0.77,Unnamed road
6139193900,6139193899,9.27,Unnamed road
6139193901,3721289141,7.99,Schapenstraat
6139193901,303634429,96.16,Schapenstraat
6139193901,13188338747,4.45,Unnamed road
1108222510,5351252263,5.84,Broekstraat
1108222510,249439390,31.32,Unnamed road
1108222510,249439343,14.11,Unnamed road
6139193904,6139193905,15.39,Unnamed road
6139193905,6139193904,15.39,Unnamed road
6139193905,6139193906,6.06,Unnamed road
6139193906,1300561928,16.47,Naamsestraat
6139193906,1111082389,13.24,Naamsestraat
6139193906,6139193905,6.06,Unnamed road
203239989,3049501147,20.35,Jozef Eerdekensstraat
203239989,203240369,55.04,Jozef Eerdekensstraat
203239989,3057952952,6.56,Jozef Eerdekensstraat
5440383542,5440402239,4.56,Kardinaal Mercierlaan
5440383542,8719296103,5.91,Unnamed road
5440383542,13158621024,5.61,Unnamed road
1108222519,18236053,22.38,Erasme Ruelensvest
7896762944,1067528055,11.91,Unnamed road
7896762944,7892745279,6.55,Unnamed road
7896762944,7147411351,8.38,Unnamed road
1108222533,1855321689,22.86,Erasme Ruelensvest
1226107463,615421595,13.29,Unnamed road
1226107463,615421597,17.7,Unnamed road
1077420624,1211333471,14.85,Broekstraat
1077420624,1211333596,16.65,Broekstraat
7624614482,861050836,14.82,Kasteelpark Arenberg
7624614482,641133344,14.6,Kasteelpark Arenberg
7624614483,861050800,30.46,Unnamed road
7624614483,7624614484,21.3,Unnamed road
7624614484,7624614483,21.3,Unnamed road
7624614484,861050818,13.3,Unnamed road
1108222546,1108222540,52.49,Erasme Ruelensvest
1108222546,13096950239,31.03,Unnamed road
3060525655,1132625517,1.5,Unnamed road
1226107480,1226107497,3.94,Unnamed road
1226107480,615421599,9.43,Unnamed road
3060525656,1132625530,5.42,Unnamed road
3060525656,1132625517,6.65,Unnamed road
3060525656,3060525657,1.41,Unnamed road
3060525658,3060525661,14.88,Unnamed road
3060525658,1088372867,6.84,Unnamed road
3060525658,3060525659,1.8,Unnamed road
3060525657,3060525656,1.41,Unnamed road
3060525659,3060525658,1.8,Unnamed road
3060525661,1088372836,5.69,Unnamed road
3060525661,3060525658,14.88,Unnamed road
3060525661,1088372882,10.2,Unnamed road
3060525660,1088372867,1.82,Unnamed road
3060525663,3060525664,1.83,Unnamed road
3060525663,3060525665,7.27,Unnamed road
3060525664,3060525663,1.83,Unnamed road
3060525665,3060525663,7.27,Unnamed road
3060525665,1088372843,5.8,Unnamed road
3060525665,3060525666,1.75,Unnamed road
3060525666,3060525665,1.75,Unnamed road
1077420639,7875005590,12.04,Stanislas De Rijcklaan
1077420639,7875005591,2.37,Stanislas De Rijcklaan
11850724390,5383600649,19.37,Unnamed road
11850724390,5383600650,19.49,Unnamed road
1226107497,615421597,23.72,Unnamed road
1226107497,1226107480,3.94,Unnamed road
1077420654,11866573129,7.91,Stanislas De Rijcklaan
1077420654,2925215199,9.49,Stanislas De Rijcklaan
1158058610,1088339997,2.58,Unnamed road
1158058610,3077900772,27.81,Unnamed road
1077420666,203227883,16.48,Stanislas De Rijcklaan
1077420666,1639557263,23.97,Stanislas De Rijcklaan
12088515203,1352416337,9.31,Unnamed road
12088515203,3060525914,7.14,Unnamed road
1022420344,7624623486,6.23,Unnamed road
1022420344,853603451,17.84,Unnamed road
13296581667,5431678885,6.83,Naamsesteenweg
